timestamp,us_kiri,us_tengah,us_kanan,arah_sektor,mode_sistem,pwm_kiri,pwm_kanan
1785983036042,15.1,41.3,46.5,KANAN,MENGIKUTI,150,75
1785983036142,10,37,39.5,KANAN,MENGIKUTI,150,75
1785983036243,15.9,42.2,32.1,KANAN,MENGIKUTI,150,75
1785983036344,19,34.6,24.1,KANAN,MENGIKUTI,0,0
1785983036445,19.1,28.4,24.4,KANAN,MENGIKUTI,0,0
1785983036545,20.7,31.1,22.4,KANAN,MENGIKUTI,0,0
1785983036646,18.9,33.8,19.8,KANAN,MENGIKUTI,0,0
1785983036746,20.6,33.6,24.4,KANAN,MENGIKUTI,0,0
1785983036847,14.9,36.6,28.1,KANAN,MENGIKUTI,0,0
1785983036948,13.2,40.6,27.2,KANAN,MENGIKUTI,0,0
1785983037048,10,44,31.8,KANAN,MENGIKUTI,150,75
1785983037149,17.7,42.1,38,KANAN,MENGIKUTI,150,75
1785983037250,16.1,36.4,30.2,KANAN,MENGIKUTI,150,75
1785983037351,16.9,33.2,24,KANAN,MENGIKUTI,0,0
1785983037452,17.4,27.2,20.7,TENGAH,MENGIKUTI,0,0
1785983037552,22.9,32.8,28.6,TENGAH,MENGIKUTI,150,150
1785983037653,25.7,29.5,30.8,TENGAH,MENGIKUTI,0,0
1785983037754,28.8,25.4,29.5,TENGAH,MENGIKUTI,0,0
1785983037855,33.4,27.8,29.5,TENGAH,MENGIKUTI,0,0
1785983037955,35.6,33.7,24.1,TENGAH,MENGIKUTI,150,150
1785983038056,31.3,28.3,27.6,TENGAH,MENGIKUTI,0,0
1785983038156,32.5,29.9,28.7,TENGAH,MENGIKUTI,0,0
1785983038257,30.3,36.7,32.6,TENGAH,MENGIKUTI,150,150
1785983038358,34.7,36.4,34.8,TENGAH,MENGIKUTI,150,150
1785983038458,29.7,34.5,27.7,TENGAH,MENGIKUTI,150,150
1785983038559,24.8,30,32.3,TENGAH,MENGIKUTI,0,0
1785983038660,19.3,28.6,26.1,TENGAH,MENGIKUTI,0,0
1785983038761,24.3,23,24,TENGAH,MENGIKUTI,0,0
1785983038862,17.5,28.7,26.2,TENGAH,MENGIKUTI,0,0
1785983038963,15.6,32.4,23.5,TENGAH,MENGIKUTI,150,150
1785983039064,10.1,28,23.9,TENGAH,MENGIKUTI,0,0
1785983039164,16.6,35.8,24.7,TENGAH,MENGIKUTI,150,150
1785983039265,14.5,34.1,23.2,TENGAH,MENGIKUTI,150,150
1785983039365,9.7,37.3,18.5,TENGAH,MENGIKUTI,150,150
1785983039466,16.4,43.4,23,TENGAH,MENGIKUTI,150,150
1785983039566,9.5,46.4,30.1,TENGAH,MENGIKUTI,150,150
1785983039667,6.3,52.6,28.3,TENGAH,MENGIKUTI,150,150
1785983039768,13.4,46.4,36.2,TENGAH,MENGIKUTI,150,150
1785983039868,12,53.9,42.9,TENGAH,MENGIKUTI,150,150
1785983039969,16.8,56.9,49,KIRI,MENGIKUTI,0,0
1785983040070,12.3,59.5,55,KIRI,MENGIKUTI,0,0
1785983040171,15.1,53.7,53.7,KIRI,MENGIKUTI,0,0
1785983040271,22.9,46.3,58.1,KIRI,MENGIKUTI,0,0
1785983040372,21.3,40.1,52.4,KIRI,MENGIKUTI,0,0
1785983040473,28.7,47.7,58.4,KIRI,MENGIKUTI,0,0
1785983040574,32.3,52.4,56.6,KIRI,MENGIKUTI,75,150
1785983040674,39.4,49,61.2,KIRI,MENGIKUTI,75,150
1785983040775,31.9,51.4,59.1,KIRI,MENGIKUTI,75,150
1785983040875,24.8,54.9,60.6,KIRI,MENGIKUTI,0,0
1785983040976,21.5,61.9,65.1,KIRI,MENGIKUTI,0,0
1785983041076,19.8,56.8,66.6,KIRI,MENGIKUTI,0,0
1785983041177,19.3,62.3,74.5,KIRI,MENGIKUTI,0,0
1785983041277,22.9,64.6,74,KIRI,MENGIKUTI,0,0
1785983041378,20.7,57.9,71.3,KIRI,MENGIKUTI,0,0
1785983041479,24.3,54.5,67.2,KIRI,MENGIKUTI,0,0
1785983041580,22.1,54.4,59.5,KIRI,MENGIKUTI,0,0
1785983041680,16.5,50.3,61.4,KIRI,MENGIKUTI,0,0
1785983041781,20.6,53.8,64.1,KIRI,MENGIKUTI,0,0
1785983041881,22,55.2,67.8,KIRI,MENGIKUTI,0,0
1785983041982,26.5,53,61.5,KIRI,MENGIKUTI,0,0
1785983042083,20.5,54.3,63.2,KIRI,MENGIKUTI,0,0
1785983042184,26.7,47.4,55.4,KIRI,MENGIKUTI,0,0
1785983042285,19.3,44.1,55.8,KIRI,MENGIKUTI,0,0
1785983042385,22,46,58.2,TENGAH,MENGIKUTI,150,150
1785983042486,21.1,40.5,57.1,TENGAH,MENGIKUTI,150,150
1785983042586,22,47.5,61.1,TENGAH,MENGIKUTI,150,150
1785983042687,18.9,55.1,60.8,TENGAH,MENGIKUTI,150,150
1785983042787,19.5,57.3,67.5,TENGAH,MENGIKUTI,150,150
1785983042888,14.8,59.3,70.6,TENGAH,MENGIKUTI,150,150
1785983042988,18.9,61,77.6,TENGAH,MENGIKUTI,150,150
1785983043089,15,61,76.4,TENGAH,MENGIKUTI,150,150
1785983043190,15.8,54.1,74.4,TENGAH,MENGIKUTI,150,150
1785983043291,23.2,48.2,70.8,TENGAH,MENGIKUTI,150,150
1785983043391,23.3,42.8,77.9,TENGAH,MENGIKUTI,150,150
1785983043492,27.1,50.3,82.8,TENGAH,MENGIKUTI,150,150
1785983043593,24.2,49.8,89.2,TENGAH,MENGIKUTI,150,150
1785983043694,23.7,48.6,96.4,TENGAH,MENGIKUTI,150,150
1785983043795,19.7,49.5,89.1,TENGAH,MENGIKUTI,150,150
1785983043895,22.2,52.2,95.8,TENGAH,MENGIKUTI,150,150
1785983043996,19.5,45,94.6,KANAN,MENGIKUTI,150,75
1785983044096,26.9,44.6,100.7,KANAN,MENGIKUTI,150,75
1785983044197,27.7,51,98,TENGAH,MENGIKUTI,150,150
1785983044298,29.1,44.6,99.1,TENGAH,MENGIKUTI,150,150
1785983044398,29.4,43,103.3,TENGAH,MENGIKUTI,150,150
1785983044499,29.1,45.8,97.8,TENGAH,MENGIKUTI,150,150
1785983044600,35.2,39.7,103.8,TENGAH,MENGIKUTI,150,150
1785983044700,27.4,34.6,107.5,TENGAH,MENGIKUTI,150,150
1785983044801,19.6,35.5,102.2,TENGAH,MENGIKUTI,150,150
1785983044902,25.2,38.5,94.6,TENGAH,MENGIKUTI,150,150
1785983045002,32.5,31.1,94.2,TENGAH,MENGIKUTI,150,150
1785983045102,30.9,25.1,88.8,KANAN,MENGIKUTI,150,75
1785983045203,36.2,17.2,84,KANAN,MENGHINDAR,120,-120
1785983045304,43.2,18.6,87.5,KANAN,MENGHINDAR,120,-120
1785983045405,47.1,21,83.9,KANAN,MENGIKUTI,150,75
1785983045505,49.8,19.2,87.5,KANAN,MENGHINDAR,120,-120
1785983045606,57.5,18,94.9,KANAN,MENGHINDAR,120,-120
1785983045706,55,12.8,93,KANAN,MENGHINDAR,120,-120
